"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"1099820965985484800","","","2019-02-24 23:58:46 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","At home with my @insari88 just planning our trip #intipetertrips https://t.co/iTpnfuo2EK","","","","https://twitter.com/ayrbumi/status/1099820965985484800/photo/1"
